id,* ItemNumber,Manufacturer,ManufacturerNumber,* SupplierName,* SupplierPartNo,BlanketOrderNumber,UPC,UNSPSC,Description,LongDescription,CategoryName,GLAccount,* UOM,* CostUOM,* DefaultReorderQuantity,* DefaultPullQuantity,Cost,Markup,SellPrice,ExtendedCost,AverageCost,PerItemCost,LeadTimeInDays,Link1,Link2,Taxable,Consignment,StagedQuantity,InTransitquantity,OnOrderQuantity,OnReturnQuantity,OnTransferQuantity,SuggestedOrderQuantity,RequisitionedQuantity,AverageUsage,Turns,OnHandQuantity,CriticalQuantity,MinimumQuantity,MaximumQuantity,WeightPerPiece,ItemUniqueNumber,IsTransfer,IsPurchase,* InventryLocation,InventoryClassification,SerialNumberTracking,LotNumberTracking,DateCodeTracking,* ItemType,ImagePath,UDF1,UDF2,UDF3,UDF4,UDF5,IsLotSerialExpiryCost,* IsItemLevelMinMaxQtyRequired,TrendingSetting,EnforceDefaultPullQuantity,EnforceDefaultReorderQuantity,IsAutoInventoryClassification,IsBuildBreak,IsPackslipMandatoryAtReceive,ItemImageExternalURL,ItemDocExternalURL,IsDeleted,Out Transfer Quantity,OnOrderInTransitQuantity,ItemLink2ExternalURL,IsActive,UDF6,UDF7,UDF8,UDF9,UDF10,IsAllowOrderCostuom,eLabelKey,EnrichedProductData,EnhancedDescription,POItemLineNumber
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,,,,,,,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,TRUE,,,,,,,,,
