ID,* ItemNumber,Manufacturer,ManufacturerNumber,* SupplierName,* SupplierPartNo,BlanketOrderNumber,UPC,UNSPSC,Description,LongDescription,CategoryName,GLAccount,* UOM,* CostUOM,* DefaultReorderQuantity,* DefaultPullQuantity,Cost,Markup,SellPrice,ExtendedCost,AverageCost,LeadTimeInDays,Link1,Link2,Trend,Taxable,Consignment,StagedQuantity,InTransitquantity,OnOrderQuantity,OnReturnQuantity,OnTransferQuantity,SuggestedOrderQuantity,RequisitionedQuantity,AverageUsage,Turns,OnHandQuantity,IsItemLevelMinMaxQtyRequired,CriticalQuantity,MinimumQuantity,MaximumQuantity,WeightPerPiece,ItemUniqueNumber,IsTransfer,IsPurchase,* InventryLocation,InventoryClassification,SerialNumberTracking,LotNumberTracking,DateCodeTracking,* ItemType,ImagePath,UDF1,UDF2,UDF3,UDF4,UDF5,IsLotSerialExpiryCost,TrendingSetting,EnforceDefaultPullQuantity,EnforceDefaultReorderQuantity,IsAutoInventoryClassification,IsBuildBreak,IsPackslipMandatoryAtReceive,ItemImageExternalURL,ItemDocExternalURL,IsDeleted,Out Transfer Quantity,OnOrderInTransitQuantity,ItemLink2ExternalURL,UDF6,UDF7,UDF8,UDF9,UDF10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,FALSE,FALSE,FALSE,,,,,,,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,
